"Index","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted","date"
"1",163.5,163.600006,157.201004,159.331497,88228000,159.331497,"2021-01-04"
"2",158.300507,161.169006,158.253006,160.925507,53110000,160.925507,"2021-01-05"
"3",157.324005,159.875504,156.557999,156.919006,87896000,156.919006,"2021-01-06"
"4",157.850006,160.427002,157.75,158.108002,70290000,158.108002,"2021-01-07"
"5",159,159.531998,157.110001,159.134995,70754000,159.134995,"2021-01-08"
"6",157.400497,157.819,155.5,155.710495,73668000,155.710495,"2021-01-11"
"7",156,157.106995,154.300003,156.041504,70292000,156.041504,"2021-01-12"
"8",156.421997,159.497498,156.104004,158.294495,66424000,158.294495,"2021-01-13"
"9",158.376007,158.899994,156.029495,156.373505,61418000,156.373505,"2021-01-14"
"10",156.151001,157.127502,154.758499,155.212494,84880000,155.212494,"2021-01-15"
"11",155.350006,157.25,154.800003,156.037994,66102000,156.037994,"2021-01-19"
"12",159.099503,163.990005,158.75,163.169006,106196000,163.169006,"2021-01-20"
"13",164.649994,167.427505,164.4785,165.349503,98722000,165.349503,"2021-01-21"
"14",165.2155,166.095505,164.158005,164.611496,56438000,164.611496,"2021-01-22"
"15",166.425003,168.194504,162.157501,164.699997,74996000,164.699997,"2021-01-25"
"16",164.817993,166.899994,164.143494,166.306503,59104000,166.306503,"2021-01-26"
"17",167.074493,167.326004,160.354004,161.628998,93204000,161.628998,"2021-01-27"
"18",161.751999,165.084,161.434494,161.880997,62984000,161.880997,"2021-01-28"
"19",161.5,161.849503,159.227493,160.309998,85872000,160.309998,"2021-01-29"
"20",162.117996,167.513,161.751495,167.143997,83204000,167.143997,"2021-02-01"
"21",169,171.386993,168.056503,169,141972000,169,"2021-02-02"
"22",171.250504,171.699997,165.431,165.626495,141776000,165.626495,"2021-02-03"
"23",166.5,167.350006,163.887497,166.550003,73414000,166.550003,"2021-02-04"
"24",165.949997,168.850006,165.135498,167.607498,72416000,167.607498,"2021-02-05"
"25",167.925003,168.25,165.199997,166.147003,65148000,166.147003,"2021-02-08"
"26",165.624496,166.899994,164.891998,165.25,44070000,165.25,"2021-02-09"
"27",165.699997,165.897507,162.699997,164.328995,63032000,164.328995,"2021-02-10"
"28",164.600006,164.600006,162.403,163.106506,46028000,163.106506,"2021-02-11"
"29",162.5,164.012497,161.665497,163.885498,46706000,163.885498,"2021-02-12"
"30",162.702499,165.414993,162.679504,163.447495,51494000,163.447495,"2021-02-16"
"31",163.179993,166.045502,162.975006,165.432007,65950000,165.432007,"2021-02-17"
"32",164.121002,166.899994,163.697006,166.411499,60548000,166.411499,"2021-02-18"
"33",166.411499,166.675003,162.287506,162.494995,86104000,162.494995,"2021-02-19"
"34",160.406494,161.615997,158.613007,159.037003,70314000,159.037003,"2021-02-22"
"35",156.351501,160.236496,154.679993,159.725006,93544000,159.725006,"2021-02-23"
"36",158.337494,158.561493,156.268997,157.976501,60226000,157.976501,"2021-02-24"
"37",156.837006,158.912994,152.388,152.858002,90676000,152.858002,"2021-02-25"
"38",154.759995,156.121994,151.835007,154.6465,85518000,154.6465,"2021-02-26"
"39",156.394501,157.477997,154.899506,157.307007,54582000,157.307007,"2021-03-01"
"40",157.173492,158.175995,154.356003,154.726501,51916000,154.726501,"2021-03-02"
"41",154.059006,155.389008,149.75,150.25,79774000,150.25,"2021-03-03"
"42",150.600006,152.906494,147.2715,148.878494,109632000,148.878494,"2021-03-04"
"43",150.25,150.449997,144.050003,150.022995,107772000,150.022995,"2021-03-05"
"44",150.75,153.229507,147.565506,147.597504,83700000,147.597504,"2021-03-08"
"45",150.899506,154.548004,150.257507,153.142502,80600000,153.142502,"2021-03-09"
"46",154.922501,155.822998,151.502502,152.882004,60250000,152.882004,"2021-03-10"
"47",155.2005,156.589005,154.1465,155.679504,55528000,155.679504,"2021-03-11"
"48",153.75,154.949005,152.274994,154.474503,48438000,154.474503,"2021-03-12"
"49",153.7285,154.112,151.604507,154.084,58272000,154.084,"2021-03-15"
"50",155.248505,156.445496,153.792999,154.593002,50776000,154.593002,"2021-03-16"
"51",153.660995,158.652496,153.511002,156.786499,62372000,156.786499,"2021-03-17"
"52",155.050003,155.831497,151.25,151.399506,72992000,151.399506,"2021-03-18"
"53",151.461502,153.864502,150.831497,153.748001,92508000,153.748001,"2021-03-19"
"54",153.392502,156.328995,153.002502,155.543503,58044000,155.543503,"2021-03-22"
"55",156.350006,159.100006,156.042496,156.875,76346000,156.875,"2021-03-23"
"56",157.552002,158.015503,154.257507,154.3535,59180000,154.3535,"2021-03-24"
"57",153.649506,155.488998,151.856995,152.313004,71270000,152.313004,"2021-03-25"
"58",152.203003,152.832993,149.800003,152.601501,66258000,152.601501,"2021-03-26"
"59",152.772003,154.5625,151.422501,153.786499,54920000,153.786499,"2021-03-29"
"60",153.500504,153.649994,151.699997,152.764496,46752000,152.764496,"2021-03-30"
"61",153.203003,155.966507,153.125,154.703995,61878000,154.703995,"2021-03-31"
"62",155.897003,158.121994,155.777496,158.050003,58806000,158.050003,"2021-04-01"
"63",158.649994,161.798004,158.061996,161.336502,66698000,161.336502,"2021-04-05"
"64",161.1875,162.365494,160.852005,161.190994,50756000,161.190994,"2021-04-06"
"65",161.690002,165.180496,161.182495,163.969498,66924000,163.969498,"2021-04-07"
"66",165.544998,166.225006,164.600006,164.964996,56242000,164.964996,"2021-04-08"
"67",165.235001,168.610001,164.445007,168.610001,86830000,168.610001,"2021-04-09"
"68",167.760498,169.751999,167.557495,168.969498,65636000,168.969498,"2021-04-12"
"69",170.042496,171.600006,169.781494,170,66316000,170,"2021-04-13"
"70",170.201996,170.206497,166.300003,166.649994,62904000,166.649994,"2021-04-14"
"71",168.550003,169.850006,167.600006,168.954498,64672000,168.954498,"2021-04-15"
"72",169,170.339996,167.779495,169.972,63720000,169.972,"2021-04-16"
"73",169.516495,171.796494,168.007996,168.600494,54508000,168.600494,"2021-04-19"
"74",168.679993,169.149506,165.800003,166.734497,52460000,166.734497,"2021-04-20"
"75",165.800003,168.143005,165.190506,168.100998,44224000,168.100998,"2021-04-21"
"76",168.584,168.643494,165.072495,165.451996,51612000,165.451996,"2021-04-22"
"77",165.955002,168.75,165.425003,167.044006,63856000,167.044006,"2021-04-23"
"78",167.399994,171.422501,166.546997,170.449997,97614000,170.449997,"2021-04-26"
"79",172.173492,173,169.900497,170.871506,76542000,170.871506,"2021-04-27"
"80",171.740005,174.494003,171.25,172.925003,92638000,172.925003,"2021-04-28"
"81",175.255005,175.722504,171.75,173.565506,153648000,173.565506,"2021-04-29"
"82",176.255997,177.699997,173.125,173.371002,140186000,173.371002,"2021-04-30"
"83",174.236496,174.332504,168.634995,169.324493,117510000,169.324493,"2021-05-03"
"84",167.809494,168.399002,163.606506,165.593506,108788000,165.593506,"2021-05-04"
"85",166.942993,167.735001,163.218002,163.526993,74226000,163.526993,"2021-05-05"
"86",163.5,165.720001,162.360001,165.318497,88954000,165.318497,"2021-05-06"
"87",165.954498,166.544495,164.453506,164.580505,94206000,164.580505,"2021-05-07"
"88",164.115997,164.149994,159.5,159.524506,116772000,159.524506,"2021-05-10"
"89",156.813995,161.899994,156.3685,161.195496,92396000,161.195496,"2021-05-11"
"90",159.25,160.397003,156.654999,157.597,98728000,157.597,"2021-05-12"
"91",159.273499,160.192001,156.649994,158.073502,67018000,158.073502,"2021-05-13"
"92",159.278,161.442993,159.149994,161.145004,66500000,161.145004,"2021-05-14"
"93",162.296494,164.637497,161.729507,163.519501,74478000,163.519501,"2021-05-17"
"94",164.628998,165.600006,161.518494,161.613998,56568000,161.613998,"2021-05-18"
"95",159.75,161.737503,159.199997,161.589996,53594000,161.589996,"2021-05-19"
"96",162.220001,162.983994,161.809006,162.384003,52664000,162.384003,"2021-05-20"
"97",162.5,162.834503,159.850494,160.154007,82098000,160.154007,"2021-05-21"
"98",160.774994,162.897507,160.524994,162.249496,48456000,162.249496,"2021-05-24"
"99",163.333496,163.990997,160.688004,162.952499,65222000,162.952499,"2021-05-25"
"100",163.729507,164.786499,162.925507,163.257996,47680000,163.257996,"2021-05-26"
"101",162.800003,163.018005,161.501999,161.505493,51224000,161.505493,"2021-05-27"
"102",162.100006,162.399506,160.985001,161.153503,46596000,161.153503,"2021-05-28"
"103",162.175003,162.548996,160.453003,160.932495,48600000,160.932495,"2021-06-01"
"104",161.154999,161.75,160.399994,161.699493,40290000,161.699493,"2021-06-02"
"105",160.211502,160.722,159.201508,159.350494,47966000,159.350494,"2021-06-03"
"106",160.600006,161.050003,159.940506,160.311005,44994000,160.311005,"2021-06-04"
"107",159.866501,160.399994,158.610001,159.900497,44316000,159.900497,"2021-06-07"
"108",161.130493,163.976501,160.900497,163.205505,68334000,163.205505,"2021-06-08"
"109",163.643494,164.878998,163.535004,164.057495,49110000,164.057495,"2021-06-09"
"110",164.100494,167.550003,164.057495,167.482498,69530000,167.482498,"2021-06-10"
"111",167.482498,168.328995,166.672501,167.341507,56348000,167.341507,"2021-06-11"
"112",167.341507,169.25,166.774994,169.193497,51394000,169.193497,"2021-06-14"
"113",169.199997,169.849503,168.155502,169.156494,48524000,169.156494,"2021-06-15"
"114",169.600006,171.317505,168.026505,170.762497,84056000,170.762497,"2021-06-16"
"115",170.158997,174.860001,170.050003,174.462006,102730000,174.462006,"2021-06-17"
"116",173.999496,175.350006,173.685501,174.345001,104954000,174.345001,"2021-06-18"
"117",173.820999,174.100006,171.699997,172.697998,65542000,172.697998,"2021-06-21"
"118",172.903,176.188995,172.804504,175.272003,66902000,175.272003,"2021-06-22"
"119",175.25,176.050003,174.160004,175.190994,56266000,175.190994,"2021-06-23"
"120",175.382004,176.242996,171.542496,172.453995,76640000,172.453995,"2021-06-24"
"121",173.199997,173.240997,169.709,170.072998,78820000,170.072998,"2021-06-25"
"122",170.800003,172.399994,170.675507,172.194504,44856000,172.194504,"2021-06-28"
"123",171.940994,172.801498,171.151505,172.406998,41968000,172.406998,"2021-06-29"
"124",172.052994,173.580002,171.75,172.007996,48080000,172.007996,"2021-06-30"
"125",171.730499,172.850006,170.470993,171.648499,40742000,171.648499,"2021-07-01"
"126",172.582001,175.585999,171.845993,175.548996,63388000,175.548996,"2021-07-02"
"127",176.505493,184.274002,176.449997,183.787003,134896000,183.787003,"2021-07-06"
"128",185.869003,186.710007,183.945496,184.828995,106562000,184.828995,"2021-07-07"
"129",182.177994,187.999496,181.056,186.570496,103612000,186.570496,"2021-07-08"
"130",186.126007,187.399994,184.669998,185.966995,74964000,185.966995,"2021-07-09"
"131",187.199997,187.864502,184.839493,185.927505,51432000,185.927505,"2021-07-12"
"132",185.104996,188.654007,183.565994,183.867996,76918000,183.867996,"2021-07-13"
"133",185.442505,185.882996,183.041504,184.084,65932000,184.084,"2021-07-14"
"134",184.710007,184.770004,181.046005,181.559998,63706000,181.559998,"2021-07-15"
"135",181.665497,182.302994,178.522995,178.681503,80874000,178.681503,"2021-07-16"
"136",176.628998,177.510498,174.957993,177.479507,75692000,177.479507,"2021-07-19"
"137",178.365997,179.600006,175.899994,178.6595,65114000,178.6595,"2021-07-20"
"138",178.819,179.322495,177.182007,179.259995,46380000,179.259995,"2021-07-21"
"139",179.361496,182.001007,179.113495,181.901505,65308000,181.901505,"2021-07-22"
"140",182,183.305496,181.102005,182.832001,48726000,182.832001,"2021-07-23"
"141",183.658493,185.604004,182.362503,184.990997,58002000,184.990997,"2021-07-26"
"142",184.925003,184.925003,179.307495,181.319504,82638000,181.319504,"2021-07-27"
"143",181.688995,182.921005,180.050003,181.516006,59988000,181.516006,"2021-07-28"
"144",181.387497,181.897507,179.000504,179.996002,110400000,179.996002,"2021-07-29"
"145",167.397507,168.406998,165.348999,166.379501,199312000,166.379501,"2021-07-30"
"146",167.654999,167.945999,165.850006,166.574005,67078000,166.574005,"2021-08-02"
"147",167.035995,169.550003,164.988495,168.311996,83146000,168.311996,"2021-08-03"
"148",168.967499,169.444,167.278,167.735992,43678000,167.735992,"2021-08-04"
"149",167.811005,169.449997,167.046005,168.7995,48670000,168.7995,"2021-08-05"
"150",168.75,168.75,166.451996,167.246994,52752000,167.246994,"2021-08-06"
"151",167.180496,167.744003,166.425995,167.093506,42964000,167.093506,"2021-08-09"
"152",167.250504,167.899994,165.75,166.033997,48252000,166.033997,"2021-08-10"
"153",166.572495,166.884995,163.889496,164.605499,58944000,164.605499,"2021-08-11"
"154",164.5,165.725494,163.483505,165.175003,46282000,165.175003,"2021-08-12"
"155",165.283493,165.303497,164.149994,164.698502,41134000,164.698502,"2021-08-13"
"156",164.149994,165,160.556503,164.949493,66394000,164.949493,"2021-08-16"
"157",163.875,164.024506,161.283997,162.098007,67758000,162.098007,"2021-08-17"
"158",162.099503,162.705002,160,160.061005,56086000,160.061005,"2021-08-18"
"159",159.701004,161.649994,159.123001,159.387497,75658000,159.387497,"2021-08-19"
"160",160.193497,160.390503,158.787994,159.997498,67168000,159.997498,"2021-08-20"
"161",160.595001,164.044998,160.500504,163.293503,65362000,163.293503,"2021-08-23"
"162",164,165.774506,163.729004,165.289001,51036000,165.289001,"2021-08-24"
"163",165.4935,166.050003,164.307495,164.959,33606000,164.959,"2021-08-25"
"164",164.949997,166.600006,164.800003,165.800003,41976000,165.800003,"2021-08-26"
"165",166.661499,167.615997,165.6875,167.481506,48048000,167.481506,"2021-08-27"
"166",167.871506,172.25,167.761002,171.078506,63844000,171.078506,"2021-08-30"
"167",171.240005,173.628998,169.779495,173.539505,87128000,173.539505,"2021-08-31"
"168",174.820007,176.350006,173.761993,173.949997,72598000,173.949997,"2021-09-01"
"169",174.738007,175.598007,172.75,173.156006,58474000,173.156006,"2021-09-02"
"170",172.600006,174.133499,171.822006,173.902496,51514000,173.902496,"2021-09-03"
"171",173.899994,176.404495,173.847,175.464493,54758000,175.464493,"2021-09-07"
"172",175.582504,177.281494,174.783493,176.274994,61068000,176.274994,"2021-09-08"
"173",176.300995,177.499496,174.018494,174.207993,54384000,174.207993,"2021-09-09"
"174",175.091507,175.422501,173.145493,173.457504,47946000,173.457504,"2021-09-10"
"175",174.139999,174.897995,171.899994,172.858505,51380000,172.858505,"2021-09-13"
"176",173.777496,174.3405,171.885498,172.5,38738000,172.5,"2021-09-14"
"177",172.126007,174.270996,170.100494,173.789505,59150000,173.789505,"2021-09-15"
"178",172.998001,174.627502,172.307007,174.412003,51672000,174.412003,"2021-09-16"
"179",174.420502,174.870499,172.606506,173.126007,92332000,173.126007,"2021-09-17"
"180",169.800003,170.949997,165.250504,167.786499,93382000,167.786499,"2021-09-20"
"181",168.75,168.985001,166.619507,167.181503,55618000,167.181503,"2021-09-21"
"182",167.550003,169.449997,167.052505,169.002502,48228000,169.002502,"2021-09-22"
"183",169.002502,171.447998,169.002502,170.800003,47588000,170.800003,"2021-09-23"
"184",170.100494,171.462997,169.669998,171.276001,42324000,171.276001,"2021-09-24"
"185",168.574997,170.778503,166.980499,170.289993,72690000,170.289993,"2021-09-27"
"186",167.885498,168.459503,164.505005,165.798004,88616000,165.798004,"2021-09-28"
"187",166.105499,167.565002,164.893494,165.056,51246000,165.056,"2021-09-29"
"188",165.800003,166.392502,163.699493,164.251999,56848000,164.251999,"2021-09-30"
"189",164.4505,165.458496,162.796997,164.162994,56712000,164.162994,"2021-10-01"
"190",163.969498,163.999496,158.8125,159.488998,90462000,159.488998,"2021-10-04"
"191",160.225006,163.036499,160.123001,161.050003,65384000,161.050003,"2021-10-05"
"192",160.676498,163.216995,159.931,163.100494,50660000,163.100494,"2021-10-06"
"193",164.576996,166.287506,164.153,165.121506,48182000,165.121506,"2021-10-07"
"194",165.850006,166.071503,164.410004,164.431,39964000,164.431,"2021-10-08"
"195",163.75,164.629501,161.904999,162.315002,40684000,162.315002,"2021-10-11"
"196",162.850006,163.376495,161.813995,162.366501,36392000,162.366501,"2021-10-12"
"197",163.485504,164.419006,163.054504,164.214005,48402000,164.214005,"2021-10-13"
"198",165.122498,165.630005,164.539001,164.992996,42190000,164.992996,"2021-10-14"
"199",165.570999,170.520996,165.199997,170.451004,103598000,170.451004,"2021-10-15"
"200",169.417999,172.458496,169.255005,172.337006,63482000,172.337006,"2021-10-18"
"201",171.714493,172.734497,171.100006,172.207504,47722000,172.207504,"2021-10-19"
"202",172.632996,173.143005,170.018494,170.753006,42796000,170.753006,"2021-10-20"
"203",170.712494,172.014008,170.149994,171.750504,37628000,171.750504,"2021-10-21"
"204",171.050003,171.492004,166.565002,166.777496,62782000,166.777496,"2021-10-22"
"205",166.75,167.389999,164.884995,166.018494,44520000,166.018494,"2021-10-25"
"206",167.475494,170.806,167.199005,168.803497,53966000,168.803497,"2021-10-26"
"207",169.399994,171.850006,168.572495,169.624496,54044000,169.624496,"2021-10-27"
"208",170.104996,173.949997,169.300003,172.328506,114174000,172.328506,"2021-10-28"
"209",165.001007,168.740997,163.666,168.621506,129722000,168.621506,"2021-10-29"
"210",168.089996,168.792999,164.600998,165.905502,72178000,165.905502,"2021-11-01"
"211",165.750504,166.556,164.177505,165.637497,52552000,165.637497,"2021-11-02"
"212",165.449997,169.746002,164.876007,169.199997,67944000,169.199997,"2021-11-03"
"213",168.5,174.931503,168.25,173.850006,107060000,173.850006,"2021-11-04"
"214",173.850006,178.3125,173.848999,175.949493,99940000,175.949493,"2021-11-05"
"215",176.162003,178.949997,174.393005,174.449005,61480000,174.449005,"2021-11-08"
"216",175.762497,179.688507,175.071503,178.811493,85898000,178.811493,"2021-11-09"
"217",178.193497,180.272507,173.154495,174.102493,80548000,174.102493,"2021-11-10"
"218",175.649994,177.162003,173.373505,173.625,45288000,173.625,"2021-11-11"
"219",174.25,177.036499,172.352493,176.257507,53788000,176.257507,"2021-11-12"
"220",176.850006,179.694,176.290497,177.283997,58594000,177.283997,"2021-11-15"
"221",176.949997,178.824997,176.257507,177.035004,44342000,177.035004,"2021-11-16"
"222",178.235992,179.362503,177.267502,177.449997,51206000,177.449997,"2021-11-17"
"223",178.317505,185.210007,178.050003,184.802994,114070000,184.802994,"2021-11-18"
"224",185.634506,188.107498,183.785995,183.828506,98734000,183.828506,"2021-11-19"
"225",183.819,185.673004,178.375,178.628494,96844000,178.628494,"2021-11-22"
"226",179.251999,181.052505,176.385498,179.001999,73804000,179.001999,"2021-11-23"
"227",178.133499,180.682007,176.842499,179.020493,46560000,179.020493,"2021-11-24"
"228",180.104996,181.675003,175.207504,175.227997,59826000,175.227997,"2021-11-26"
"229",177.382004,179.800003,176.574997,178.078506,65312000,178.078506,"2021-11-29"
"230",178.175003,179.288498,174.600494,175.3535,80022000,175.3535,"2021-11-30"
"231",177.25,177.994003,172.080002,172.186005,74916000,172.186005,"2021-12-01"
"232",173,174.634995,171.1875,171.867996,64726000,171.867996,"2021-12-02"
"233",172.75,173.4935,166.929993,169.489502,80712000,169.489502,"2021-12-03"
"234",169.649994,173.695496,166.934494,171.3685,68860000,171.3685,"2021-12-06"
"235",174.600006,177.499496,173.334503,176.164505,66410000,176.164505,"2021-12-07"
"236",176.150497,177.179993,174.750504,176.158005,45254000,176.158005,"2021-12-08"
"237",175.75,176.969498,174.139496,174.171005,46062000,174.171005,"2021-12-09"
"238",175.417007,175.927002,170.5,172.212006,60690000,172.212006,"2021-12-10"
"239",172,172.100006,169.130005,169.567505,62170000,169.567505,"2021-12-13"
"240",167.550003,169.498993,166.440002,169.091507,55976000,169.091507,"2021-12-14"
"241",168.598007,173.600006,165.195007,173.315002,75794000,173.315002,"2021-12-15"
"242",173.3685,174.166,168.160507,168.871002,60876000,168.871002,"2021-12-16"
"243",167.710495,170.898499,165.613495,170.017502,85542000,170.017502,"2021-12-17"
"244",166.850006,167.874496,165.600006,167.078995,57372000,167.078995,"2021-12-20"
"245",167.850494,170.716507,165.647507,170.417007,55956000,170.417007,"2021-12-21"
"246",169.270004,172.050003,168.500504,171.037003,55036000,171.037003,"2021-12-22"
"247",170.427994,171.975006,170.149994,171.068497,36788000,171.068497,"2021-12-23"
"248",171.037003,172.942993,169.2155,169.669495,58688000,169.669495,"2021-12-27"
"249",170.182495,172.175995,169.135498,170.660995,54638000,170.660995,"2021-12-28"
"250",170.839996,171.212006,168.600494,169.201004,35754000,169.201004,"2021-12-29"
"251",169.699997,170.888,168.524002,168.644501,37584000,168.644501,"2021-12-30"
